temperature,pressure,vibration,humidity,temp_pressure_ratio,vibration_humidity_product,equipment_Compressor,equipment_Pump,equipment_Turbine,location_Atlanta,location_Chicago,location_Houston,location_New York,location_San Francisco,faulty
-0.13781150780890813,-0.6023076616627989,-0.8794802295899834,0.7028041369903058,0.14492045646718932,-0.5350102472644848,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0
0.03967367114115705,-1.117219821188044,0.39511573365519065,-1.1074238470810942,0.7527452870063193,-0.2338208339712414,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
0.23276552477756232,0.06813169507555994,-0.05589056554965061,1.4838436082624633,-0.12778648078046112,0.5615117905101992,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0
0.0743267671862383,-0.742926865932705,-0.03940589290699935,-0.34932511579417985,0.3787910397039786,-0.18148475944096212,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
-1.0922815540279769,-1.1156124873097633,0.672110409131982,-1.6848635087191952,0.029187618758362097,-0.38274883321398756,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0
-2.156032959922627,0.7546318335111016,0.6885733627331317,1.9412443181522188,-1.3097084817212667,1.621875540347791,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
-0.3875820999181475,-0.31127874004583805,-1.3445424302574993,-0.09831466982693547,-0.18350639593737006,-1.1103857517294338,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0
0.01739095344123011,0.7910350264976505,-0.4115300807948579,-0.895695975558992,-0.5450381926205807,-0.6475943367970519,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0
0.21634026233304604,-0.21727407502603105,1.070942941435749,0.32315972555208183,0.04028629197395518,1.0636586655129894,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
-0.5473106442709538,1.380970118006551,0.15633472920688146,-1.328880383926473,-0.9156853758906921,-0.4779678372327329,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
0.6822317820149343,-0.048404538767967784,0.7737200616341224,1.1430654971444847,0.13873828972180938,1.2694889602890813,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
-0.20692836211820748,-1.0119479441431847,0.5094469791571379,-0.3590090522422961,0.47961112127820205,0.2223104227015795,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
-0.07859363561997207,0.3854727971734955,-1.2253260912552388,-0.8360698994082306,-0.4150088776145101,-1.1593866509424224,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
4.082712873377038,2.263958815796217,-0.7085848290803148,-2.7778562552271184,0.11966653121222097,-1.3854343160528053,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1
-0.3859220636620443,-0.5117409770107528,0.4910329938139959,1.073601699172952,-0.050876421684493245,0.9447153951434616,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0
-0.45543314675963253,1.747999490237955,-0.3611562456501729,-1.355349996744863,-0.9755761612922194,-0.7784588438707194,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0
-0.48035988057593987,1.4216758543649592,0.6960986765842734,-0.7058385026038843,-0.905185363833137,0.16955598299423208,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
0.30829618073524445,0.2847104954938254,0.5470760402178545,0.8811284280426908,-0.21308981093874316,0.900399545465556,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
0.63592683215207,0.26632737336806456,-0.5030256383595573,0.8206575593998288,-0.07113560955043075,-0.1421415911231024,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
0.4503545341964733,0.6922493053928723,0.342848166193492,-2.802666830457328,-0.3498113692525882,-1.08964617554913,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1
0.32448066560976585,-0.4140473094691883,-1.1145756201737702,-0.22636494003160446,0.2331102171488979,-0.955877751430005,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1
-0.4630318636051344,-0.513377533370032,-0.29860842360126577,-0.9205393005720628,-0.08901685649337002,-0.584083829214116,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
-0.7069924178914517,-0.1992244261789608,0.3687221722765986,-0.9776488213037737,-0.39754621917169136,-0.18603030236790113,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
0.8584266894224313,0.3706210823811175,0.1902806216070208,-0.5904094760220089,-0.039573226211206715,-0.12078141793228729,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
0.2385070026981211,0.3380713742158468,0.5063670705376611,-0.2968041665515797,-0.2677182114005627,0.25216088285257726,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
