temperature,pressure,vibration,humidity,equipment_Compressor,equipment_Pump,equipment_Turbine,location_Atlanta,location_Chicago,location_Houston,location_New York,location_San Francisco,faulty
-0.13781150780890813,-0.6023076616627989,-0.8794802295899834,0.7028041369903058,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0
0.03967367114115705,-1.117219821188044,0.39511573365519065,-1.1074238470810942,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
0.23276552477756232,0.06813169507555994,-0.05589056554965061,1.4838436082624633,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0
0.0743267671862383,-0.742926865932705,-0.03940589290699935,-0.34932511579417985,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
-1.0922815540279769,-1.1156124873097633,0.672110409131982,-1.6848635087191952,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0
-2.156032959922627,0.7546318335111016,0.6885733627331317,1.9412443181522188,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
-0.3875820999181475,-0.31127874004583805,-1.3445424302574993,-0.09831466982693547,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0
0.01739095344123011,0.7910350264976505,-0.4115300807948579,-0.895695975558992,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0
0.21634026233304604,-0.21727407502603105,1.070942941435749,0.32315972555208183,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
-0.5473106442709538,1.380970118006551,0.15633472920688146,-1.328880383926473,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
0.6822317820149343,-0.048404538767967784,0.7737200616341224,1.1430654971444847,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
-0.20692836211820748,-1.0119479441431847,0.5094469791571379,-0.3590090522422961,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
-0.07859363561997207,0.3854727971734955,-1.2253260912552388,-0.8360698994082306,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
4.082712873377038,2.263958815796217,-0.7085848290803148,-2.7778562552271184,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1
-0.3859220636620443,-0.5117409770107528,0.4910329938139959,1.073601699172952,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0
-0.45543314675963253,1.747999490237955,-0.3611562456501729,-1.355349996744863,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0
-0.48035988057593987,1.4216758543649592,0.6960986765842734,-0.7058385026038843,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
0.30829618073524445,0.2847104954938254,0.5470760402178545,0.8811284280426908,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
0.63592683215207,0.26632737336806456,-0.5030256383595573,0.8206575593998288,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
0.4503545341964733,0.6922493053928723,0.342848166193492,-2.802666830457328,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1
0.32448066560976585,-0.4140473094691883,-1.1145756201737702,-0.22636494003160446,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1
-0.4630318636051344,-0.513377533370032,-0.29860842360126577,-0.9205393005720628,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
-0.7069924178914517,-0.1992244261789608,0.3687221722765986,-0.9776488213037737,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
0.8584266894224313,0.3706210823811175,0.1902806216070208,-0.5904094760220089,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
0.2385070026981211,0.3380713742158468,0.5063670705376611,-0.2968041665515797,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
0.9023397290036927,1.0454099591163912,0.5237648554861376,1.0873786824785137,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
-0.0848605334319315,-0.8905372487469371,-0.06137489192749993,-1.5180000332707628,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
-1.3584091115887196,1.144361454102075,0.7481044097921139,1.5311064345326686,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
0.10844577216968353,-0.062249901974292025,0.6648057311101019,-0.6760855843563596,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
-0.44577250417038466,0.02120583792685576,-0.5256578821204959,0.07004565482609981,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
0.32649331126173375,-0.9207370554308707,-0.15553001890742757,1.1468685237337441,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
-0.35688932647692906,-0.2978292438702584,-0.015620425704026823,1.1432370803463459,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
0.11726689770682841,0.9354451153041838,-0.4723299346337613,0.0749194391001872,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
-0.06094746319472332,0.32404334657576384,0.4584848794422841,0.5377200714177265,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
-1.447599350437857,0.8366952585716813,0.022918993903798875,-0.051571794788380323,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
0.18097105715083106,0.015802156334496532,-1.2907485727078152,0.21381607129367017,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
0.48118719958883005,0.18182333910443768,0.09977340391633788,0.4059399493555806,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0
0.23112756938925566,-0.3883973573330514,-1.0648806697676714,-1.1148371082121604,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0
-1.270153032065246,-0.0905118734795772,0.5784336100934688,1.848794026213901,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0
0.16247347601190404,-1.70312129930275,-0.7175809701679379,-1.1644982234895942,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0
-0.5829856388538446,-0.21520585011439092,-1.2754929900269516,-0.22166408992687375,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
0.7669509343379982,0.5826523993215434,-0.005172580320291302,0.5949537816278944,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
-0.19564108899861232,-0.9132522091505292,-0.6376007713848513,-0.8337695846021728,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
